ID,"Added on","Lead Name","Sales Rep Name","Is Closed"
923,2023-12-05,"Alphonso Schulist","Victor Stone",1
924,2023-04-17,"Domenic O'Reilly","Victor Stone",0
925,2023-07-27,"Aglae Jacobson","Victor Stone",0
926,2023-09-27,"Trevor Miller","Victor Stone",1
927,2023-04-26,"Kenya Abernathy","Victor Stone",1
928,2023-02-01,"Reuben Adams","Victor Stone",0
929,2023-04-17,"Julien Heaney","Victor Stone",0
930,2023-11-29,"Alda Ondricka DDS","Victor Stone",0
931,2023-09-14,"Dr. Bria Maggio","Victor Stone",1
932,2023-10-13,"Matt Borer","Victor Stone",0
933,2023-08-27,"Dr. Carlotta Rippin","Victor Stone",1
934,2023-04-03,"Ms. Anabel Kihn Sr.","Victor Stone",1
935,2023-05-17,"Mr. Neil Schmitt V","Victor Stone",0
936,2023-10-24,"Mr. Kristoffer Tremblay PhD","Victor Stone",0
937,2023-06-27,"Mrs. Lizeth Cronin","Victor Stone",1
938,2023-03-26,"Mrs. Blanche Glover","Victor Stone",1
939,2023-12-28,"Dr. Veda O'Connell","Victor Stone",0
940,2023-08-31,"Prof. Patience Swaniawski","Victor Stone",0
941,2023-03-06,"Damaris Smitham","Victor Stone",0
942,2023-11-12,"Tremayne Dare","Victor Stone",0
943,2024-01-26,"Carolyne Greenfelder","Victor Stone",0
944,2023-12-24,"Tabitha Emard","Victor Stone",1
945,2023-11-28,"Manuel Wolf","Victor Stone",1
946,2023-02-28,"Cary Beatty","Victor Stone",0
947,2023-07-18,"Katrine Grant","Victor Stone",1
948,2023-09-19,"Maximillia Abbott","Victor Stone",0
949,2023-10-09,"Giovanni Koelpin","Victor Stone",0
950,2024-01-31,"Mathew Kunze","Victor Stone",0
951,2023-08-21,"Dr. Raymond Klocko II","Victor Stone",1
952,2023-07-05,"Lyda Skiles","Victor Stone",1
953,2023-05-19,"Luther Ruecker","Victor Stone",0
954,2023-03-12,"Asa Oberbrunner","Victor Stone",1
955,2024-01-01,"Miss Myah Beatty","Victor Stone",1
956,2023-07-22,"Mrs. Ora King III","Victor Stone",0
957,2023-11-30,"Kian Hintz","Victor Stone",1
958,2023-04-16,"Trent Swift","Victor Stone",0
959,2023-11-14,"Jeanie Wilkinson I","Victor Stone",0
960,2023-04-20,"Ricky Bailey","Victor Stone",1
961,2023-05-09,"Cassidy Sipes","Victor Stone",1
962,2023-08-26,"Anna Bechtelar","Victor Stone",1
963,2024-01-10,"Darian Hilpert","Victor Stone",0
964,2023-07-27,"London Okuneva","Victor Stone",0
965,2023-05-19,"Tod Terry","Victor Stone",1
966,2023-04-26,"Prof. Ulises Renner","Victor Stone",1
967,2023-08-03,"Amara Gusikowski V","Victor Stone",1
968,2023-03-29,"Katrine Predovic","Victor Stone",1
969,2023-03-26,"Dr. Hayden Beer DDS","Victor Stone",1
970,2023-10-15,"Nick Harris","Victor Stone",0
971,2023-08-11,"Erling O'Conner","Victor Stone",0
972,2023-07-08,"Orrin Pacocha","Victor Stone",1
973,2023-05-22,"Rodger Harris II","Victor Stone",0
974,2023-07-31,"Edna Bode","Victor Stone",0
975,2023-08-18,"Alayna Senger","Victor Stone",1
976,2023-09-15,"Avis Wilderman","Victor Stone",1
977,2023-10-04,"Jolie Jakubowski","Victor Stone",0
978,2023-10-30,"Lorenz Friesen DVM","Victor Stone",1
979,2023-12-23,"Jesus Gislason","Victor Stone",0
980,2023-03-13,"Adrianna Kertzmann DVM","Victor Stone",1
981,2023-08-29,"Gilberto Willms","Victor Stone",1
982,2023-02-05,"Carole Barrows","Victor Stone",1
983,2023-07-20,"Prof. Markus Toy IV","Victor Stone",1
984,2024-01-12,"Ayden Kovacek","Victor Stone",1
985,2023-10-23,"Nicholaus Hill MD","Victor Stone",0
986,2023-11-19,"Leda Schinner","Victor Stone",1
987,2023-12-07,"Carlos Kassulke","Victor Stone",0
988,2023-03-04,"Marge Raynor","Victor Stone",1
989,2023-04-18,"Carson Kemmer","Victor Stone",0
990,2023-12-04,"Harold Armstrong DVM","Victor Stone",1
991,2023-06-19,"Mr. Cade Effertz DVM","Victor Stone",0
992,2023-10-26,"Jeramy Hegmann","Victor Stone",1
993,2023-09-28,"Gayle Conn DVM","Victor Stone",1
994,2023-07-21,"Damian Rempel","Victor Stone",1
995,2023-11-26,"Kenyon Adams","Victor Stone",0
996,2024-01-15,"Maximilian Oberbrunner DVM","Victor Stone",1
997,2023-07-01,"Dr. Sarah Ferry Jr.","Victor Stone",0
998,2023-08-11,"Lura Dietrich","Victor Stone",1
999,2023-09-20,"Dr. Eino Leffler II","Victor Stone",0
1000,2023-09-30,"Miss Yvette Kunde PhD","Victor Stone",0
